x,z
0.0,-0.13519596550197926
5.0012503125781445,-0.11094669349262455
10.002500625156289,-0.08669742148326984
15.003750937734434,-0.06244814947391511
20.005001250312578,-0.038198877464560396
25.00625156289072,-0.013949605455205683
30.00750187546887,0.010299666554149045
35.00875218804701,0.03454893856350377
40.010002500625156,0.05879821057285847
45.0112528132033,0.0830474825822132
50.01250312578144,0.1072967545915679
55.013753438359586,0.09787691187697384
60.01500375093774,0.08768008959182705
65.01625406351587,0.07748326730668029
70.01750437609402,0.0672864450215335
75.01875468867216,0.05708962273638674
80.02000500125031,0.046892800451239953
85.02125531382846,0.03669597816609317
90.0225056264066,0.02649915588094641
95.02375593898475,0.01630233359579962
100.02500625156289,0.006105511310652859
105.02625656414104,0.014419145982416347
110.02750687671917,0.023607290431671674
115.02875718929732,0.032795434880927024
120.03000750187547,0.04198357933018238
125.03125781445361,0.05117172377943771
130.03250812703175,0.06035986822869304
135.0337584396099,0.0695480126779484
140.03500875218805,0.07873615712720375
145.0362590647662,0.0879243015764591
150.03750937734432,0.0971124460257144
155.03875968992247,0.09570767252773635
160.04001000250062,0.09353405821100742
165.04126031507877,0.0913604438942785
170.04251062765692,0.08918682957754957
175.04376094023505,0.08701321526082066
180.0450112528132,0.08483960094409174
185.04626156539135,0.08266598662736281
190.0475118779695,0.08049237231063389
195.04876219054762,0.07831875799390497
200.05001250312577,0.07614514367717605
205.05126281570392,0.08462209098227447
210.05251312828207,0.09415529233251285
215.05376344086022,0.10368849368275124
220.05501375343835,0.11322169503298957
225.0562640660165,0.12275489638322795
230.05751437859465,0.13228809773346634
235.0587646911728,0.14182129908370472
240.06001500375095,0.1513545004339431
245.06126531632907,0.16088770178418144
250.06251562890722,0.17042090313441982
255.06376594148537,0.14963979499945468
260.0650162540635,0.125005172946879
265.0662665666417,0.10037055089430302
270.0675168792198,0.07573592884172735
275.0687671917979,0.05110130678915166
280.0700175043761,0.02646668473657568
285.0712678169542,0.001832062683999991
290.0725181295324,-0.022802559368575948
295.0737684421105,-0.047437181421151636
300.07501875468864,-0.07207180347372732
305.0762690672668,-0.0532173132583469
310.07751937984494,-0.027555831557546873
315.0787696924231,-0.0018943498567465522
320.08002000500124,0.023767131844053477
325.08127031757937,0.049428613544853506
330.08252063015755,0.07509009524565383
335.08377094273567,0.10075157694645387
340.08502125531385,0.1264130586472542
345.08627156789197,0.1520745403480542
350.0875218804701,0.17773602204885425
355.08877219304827,0.17488422368528203
360.0900225056264,0.16668618530963972
365.0912728182046,0.15848814693399732
370.0925231307827,0.150290108558355
375.0937734433608,0.14209207018271272
380.095023755939,0.13389403180707032
385.0962740685171,0.125695993431428
390.09752438109524,0.1174979550557857
395.0987746936734,0.1092999166801433
400.10002500625154,0.101101878304501
405.1012753188297,0.09404582643442241
410.10252563140784,0.08724122113437631
415.10377594398597,0.0804366158343302
420.10502625656414,0.07363201053428403
425.10627656914227,0.06682740523423794
430.10752688172045,0.06002279993419176
435.10877719429857,0.05321819463414566
440.1100275068767,0.046413589334099566
445.11127781945487,0.039608984034053385
450.112528132033,0.032804378734007295
